State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
CA,2007,1,4791,0.522,444,1.887
CA,2007,2,4430,1.458,199,8.144
CA,2007,3,6689,2.846,395,14.818
CA,2007,4,5207,4.781,332,25.436
CA,2007,5,4044,6.669,242,35.688
CA,2007,6,3281,8.584,199,45.215
CA,2007,6.5,28442,3.823,1811,19.266
CA,2007,7,2671,10.503,186,57.056
CA,2007,8,3295,12.839,225,69.473
CA,2007,8.5,34408,5.214,2222,27.515
CA,2007,9,3797,16.616,281,85.506
CA,2007,10,2532,21.292,194,115.637
CA,2007,11,1726,25.896,167,137.834
CA,2007,12,2167,32.586,249,175.298
CA,2007,13,1219,42.18,184,227.621
CA,2007,14,1747,62.15,430,379.792
CA,2007,14.5,47596,11.871,3727,100.325
CA,2007,15,295,119.766,205,757.734
CA,2007,16,35,249.692,60,1526.714
CA,2007,17,3,540.275,16,3036.816
CA,2007,18,1,1175.359,0,0
CA,2007,19,0,0,0,0
CA,2007,20,0,0,0,0
CA,2007,21,0,0,0,0
CA,2007,22,0,0,0,0
CA,2007,23,47930,12.666,4008,162.367
CA,2006,1,4444,0.514,447,1.898
CA,2006,2,4210,1.452,198,7.756
CA,2006,3,6550,2.859,376,15.36
CA,2006,4,4877,4.774,300,25.124
CA,2006,5,3965,6.709,253,34.094
CA,2006,6,3113,8.65,166,45.358
CA,2006,6.5,27159,3.859,1740,18.68
CA,2006,7,2636,10.534,156,54.371
CA,2006,8,3345,12.833,185,67.988
CA,2006,8.5,33140,5.303,2081,25.922
CA,2006,9,3921,16.539,221,89.168
CA,2006,10,2633,21.313,194,111.873
CA,2006,11,1840,26.048,155,137.839
CA,2006,12,2258,32.676,198,178.633
CA,2006,13,1281,41.656,140,231.178
CA,2006,14,1826,62.368,399,366.854
CA,2006,14.5,46899,12.341,3388,96.093
CA,2006,15,309,119.198,208,728.54
CA,2006,16,30,233.687,75,1570.552
CA,2006,17,5,452.077,15,3389.278
CA,2006,18,2,951.212,1,5800.504
CA,2006,19,0,0,0,0
CA,2006,20,0,0,0,0
CA,2006,21,0,0,0,0
CA,2006,22,0,0,0,0
CA,2006,23,47245,13.195,3687,173.251
CA,2005,1,4189,0.497,453,1.69
CA,2005,2,4104,1.472,210,7.796
CA,2005,3,6044,2.872,340,15.445
CA,2005,4,4653,4.78,312,24.898
CA,2005,5,3685,6.736,211,34.785
CA,2005,6,3093,8.619,169,44.346
CA,2005,6.5,25768,3.875,1695,18.154
CA,2005,7,2512,10.544,163,56.164
CA,2005,8,3174,12.918,164,68.321
CA,2005,8.5,31454,5.327,2022,25.431
CA,2005,9,3913,16.534,227,90.81
CA,2005,10,2644,21.403,171,115.107
CA,2005,11,1839,26.021,114,136.381
CA,2005,12,2411,32.663,190,174.089
CA,2005,13,1365,41.934,124,228.041
CA,2005,14,1955,62.529,315,365.91
CA,2005,14.5,45581,12.867,3163,88.619
CA,2005,15,379,117.977,215,757.786
CA,2005,16,46,235.25,90,1565.643
CA,2005,17,7,459.865,26,3029.778
CA,2005,18,2,811.755,0,0
CA,2005,19,0,0,0,0
CA,2005,20,0,0,0,0
CA,2005,21,0,0,0,0
CA,2005,22,0,0,0,0
CA,2005,23,46015,13.971,3494,183.249
CA,2004,1,3916,0.494,446,2.054
CA,2004,2,3676,1.46,170,7.937
CA,2004,3,5927,2.879,335,15.381
CA,2004,4,4538,4.828,290,23.973
CA,2004,5,3626,6.706,234,33.822
CA,2004,6,2970,8.649,202,44.709
CA,2004,6.5,24653,3.937,1677,19.168
CA,2004,7,2482,10.557,150,55.031
CA,2004,8,3108,12.889,180,66.899
CA,2004,8.5,30243,5.413,2007,26.291
CA,2004,9,3868,16.581,236,88.405
CA,2004,10,2800,21.309,136,116.234
CA,2004,11,1932,26.123,130,143.892
CA,2004,12,2449,32.772,173,171.359
CA,2004,13,1459,42.158,132,227.77
CA,2004,14,2188,62.976,287,366.275
CA,2004,14.5,44939,13.53,3101,86.747
CA,2004,15,404,119.192,185,753.33
CA,2004,16,53,240.597,92,1500.029
CA,2004,17,8,426.479,24,3103.573
CA,2004,18,2,966.133,0,0
CA,2004,19,0,0,0,0
CA,2004,20,0,0,0,0
CA,2004,21,0,0,0,0
CA,2004,22,0,0,0,0
CA,2004,23,45406,14.742,3402,180.262
CA,2003,1,3746,0.499,464,2.011
CA,2003,2,3477,1.457,138,7.811
CA,2003,3,5718,2.84,269,15.578
CA,2003,4,4401,4.815,273,24.389
CA,2003,5,3563,6.728,229,33.989
CA,2003,6,3003,8.664,197,45.146
CA,2003,6.5,23908,3.99,1570,18.955
CA,2003,7,2457,10.585,141,55.798
CA,2003,8,3000,12.981,190,67.713
CA,2003,8.5,29365,5.475,1901,26.632
CA,2003,9,3797,16.66,204,87.661
CA,2003,10,2836,21.419,160,115.545
CA,2003,11,1962,26.099,133,140.527
CA,2003,12,2558,32.812,140,179.865
CA,2003,13,1530,42.176,121,220.686
CA,2003,14,2348,63.061,268,355.204
CA,2003,14.5,44396,14.096,2927,86.422
CA,2003,15,424,120.129,167,735.455
CA,2003,16,67,244.458,102,1495.61
CA,2003,17,9,425.781,30,2879.702
CA,2003,18,1,1144.219,7,5184.799
CA,2003,19,0,0,1,12987.956
CA,2003,20,0,0,0,0
CA,2003,21,0,0,0,0
CA,2003,22,0,0,0,0
CA,2003,23,44897,15.435,3234,202.605
CA,2002,1,3791,0.499,449,1.758
CA,2002,2,3447,1.463,166,7.852
CA,2002,3,5518,2.884,254,15.421
CA,2002,4,4258,4.815,237,24.661
CA,2002,5,3509,6.728,217,32.545
CA,2002,6,2904,8.691,182,43.565
CA,2002,6.5,23427,3.969,1505,18.207
CA,2002,7,2529,10.575,153,56.377
CA,2002,8,3021,12.95,176,69.904
CA,2002,8.5,28977,5.497,1834,26.449
CA,2002,9,3783,16.678,192,87.057
CA,2002,10,2732,21.43,147,112.853
CA,2002,11,2023,26.269,141,138.792
CA,2002,12,2630,32.867,172,175.216
CA,2002,13,1646,42.21,100,230.356
CA,2002,14,2406,62.497,273,350.044
CA,2002,14.5,44197,14.32,2859,87.279
CA,2002,15,517,120.213,162,712.933
CA,2002,16,79,244.655,80,1507.525
CA,2002,17,12,458.087,45,3204.731
CA,2002,18,2,930.317,9,6067.573
CA,2002,19,0,0,2,11358.46
CA,2002,20,0,0,0,0
CA,2002,21,0,0,0,0
CA,2002,22,0,0,0,0
CA,2002,23,44807,15.972,3157,222.541
CA,2001,1,3640,0.499,384,1.991
CA,2001,2,3257,1.465,156,8.463
CA,2001,3,5382,2.888,292,15.332
CA,2001,4,4476,4.796,239,24.584
CA,2001,5,3566,6.724,238,33.62
CA,2001,6,2927,8.639,192,45.27
CA,2001,6.5,23248,4.045,1501,19.784
CA,2001,7,2448,10.572,125,52.926
CA,2001,8,3167,13.014,181,68.592
CA,2001,8.5,28863,5.606,1807,27.046
CA,2001,9,4004,16.7,216,87.442
CA,2001,10,2756,21.541,144,111.559
CA,2001,11,1964,26.151,101,143.933
CA,2001,12,2579,32.893,155,172.71
CA,2001,13,1536,42.278,140,222.946
CA,2001,14,2613,62.598,257,351.714
CA,2001,14.5,44315,14.55,2820,85.88
CA,2001,15,533,120.236,185,728.291
CA,2001,16,96,230.629,89,1494.293
CA,2001,17,9,495.588,49,3223.082
CA,2001,18,1,689.118,14,6029.008
CA,2001,19,0,0,1,10633.044
CA,2001,20,0,0,0,0
CA,2001,21,0,0,0,0
CA,2001,22,0,0,0,0
CA,2001,23,44954,16.2,3158,240.048
CA,2000,1,3501,0.492,373,2.259
CA,2000,2,3061,1.46,170,8.382
CA,2000,3,4932,2.872,291,14.904
CA,2000,4,4165,4.792,249,25.254
CA,2000,5,3410,6.735,208,34.649
CA,2000,6,2957,8.67,182,44.197
CA,2000,6.5,22026,4.08,1473,19.462
CA,2000,7,2579,10.588,155,52.419
CA,2000,8,3173,12.953,191,63.764
CA,2000,8.5,27778,5.717,1819,27.163
CA,2000,9,4201,16.739,230,81.632
CA,2000,10,2881,21.552,139,110.721
CA,2000,11,2055,26.308,101,139.105
CA,2000,12,2623,33.248,124,176.328
CA,2000,13,1539,42.594,106,231.761
CA,2000,14,2673,63.197,219,362.957
CA,2000,14.5,43750,15.034,2738,81.112
CA,2000,15,636,119.135,131,739.469
CA,2000,16,109,234.945,85,1501.296
CA,2000,17,15,477.925,76,3197.581
CA,2000,18,2,800.675,13,6008.291
CA,2000,19,0,0,2,11146.213
CA,2000,20,0,0,0,0
CA,2000,21,0,0,0,0
CA,2000,22,0,0,0,0
CA,2000,23,44512,16.998,3045,250.123
CO,2023,1,1043,0.273,6593,2.374
CO,2023,2,328,1.282,3382,8.565
CO,2023,3,506,2.608,4404,16.856
CO,2023,4,329,4.128,3178,28.966
CO,2023,5,258,5.643,2953,40.659
CO,2023,6,214,7.124,2365,51.965
CO,2023,6.5,2678,2.55,22875,20.502
CO,2023,7,206,8.309,1811,63.073
CO,2023,8,261,10.6,1821,76.372
CO,2023,8.5,3145,3.673,26507,27.483
CO,2023,9,351,13.355,2067,95.891
CO,2023,10,254,16.639,1466,118.771
CO,2023,11,184,20.155,1077,143.994
CO,2023,12,236,25.43,1636,178.377
CO,2023,13,166,32.057,1117,223.231
CO,2023,14,386,45.972,2511,332.546
CO,2023,14.5,4722,11.876,36381,74.335
CO,2023,15,360,95.157,1119,635.509
CO,2023,16,464,201.622,498,1179.939
CO,2023,17,376,385.472,266,2200.558
CO,2023,18,73,632.715,21,4600.735
CO,2023,19,0,0,1,18002.613
CO,2023,20,0,0,0,0
CO,2023,21,0,0,0,0
CO,2023,22,0,0,0,0
CO,2023,23,5995,55.453,38286,119.019
CO,2022,1,1167,0.274,8066,2.139
CO,2022,2,352,1.232,3608,8.525
CO,2022,3,493,2.537,4503,16.71
CO,2022,4,333,4.096,3263,28.796
CO,2022,5,246,5.624,2950,40.603
CO,2022,6,243,7.001,2413,52.111
CO,2022,6.5,2834,2.387,24803,19.377
CO,2022,7,205,8.347,1821,63.086
CO,2022,8,230,10.219,1822,76.739
CO,2022,8.5,3269,3.369,28446,26.125
CO,2022,9,335,12.986,1888,96.791
CO,2022,10,242,16.605,1272,121.122
CO,2022,11,193,20.618,1060,145.578
CO,2022,12,262,24.996,1583,179.815
CO,2022,13,165,31.859,1160,228.872
CO,2022,14,342,45.533,2446,337.982
CO,2022,14.5,4808,10.787,37855,70.364
CO,2022,15,323,93.516,1233,609.934
CO,2022,16,424,206.722,547,1205.145
CO,2022,17,419,370.094,164,1957.812
CO,2022,18,39,531.843,16,3984.526
CO,2022,19,0,0,0,0
CO,2022,20,0,0,0,0
CO,2022,21,0,0,0,0
CO,2022,22,0,0,0,0
CO,2022,23,6013,48.817,39815,110.639
CO,2021,1,1264,0.27,7652,2.154
CO,2021,2,381,1.21,3519,8.518
CO,2021,3,541,2.471,4469,16.629
CO,2021,4,330,4.186,3106,28.564
CO,2021,5,245,5.703,2874,40.701
CO,2021,6,223,7.018,2404,51.901
CO,2021,6.5,2984,2.274,24024,19.199
CO,2021,7,171,8.568,1881,63.66
CO,2021,8,264,10.39,1965,77.44
CO,2021,8.5,3419,3.248,27870,26.493
CO,2021,9,327,12.843,1809,98.015
CO,2021,10,264,16.403,1225,122.324
CO,2021,11,176,20.495,993,144.791
CO,2021,12,311,24.606,1522,181.016
CO,2021,13,164,31.68,1179,231.337
CO,2021,14,450,46.345,2426,338.337
CO,2021,14.5,5111,11.239,37024,70.432
CO,2021,15,362,90.442,1514,615.178
CO,2021,16,390,197.926,549,1167.577
CO,2021,17,364,360.635,167,2090.197
CO,2021,18,41,540.463,16,4351.811
CO,2021,19,0,0,0,0
CO,2021,20,0,0,0,0
CO,2021,21,0,0,0,0
CO,2021,22,0,0,0,0
CO,2021,23,6268,41.837,39270,116.156
CO,2020,1,1571,0.266,8922,1.86
CO,2020,2,464,1.196,3866,8.46
CO,2020,3,609,2.405,4750,16.522
CO,2020,4,353,3.94,3090,28.171
CO,2020,5,248,5.689,2677,40.319
CO,2020,6,224,7.117,2453,51.895
CO,2020,6.5,3469,2.028,25758,17.858
CO,2020,7,181,8.438,1917,63.432
CO,2020,8,236,10.229,2088,77.382
CO,2020,8.5,3886,2.868,29763,25.22
CO,2020,9,357,12.943,1960,98.019
CO,2020,10,284,16.546,1243,123.853
CO,2020,11,183,20.368,907,149.344
CO,2020,12,286,25.599,1329,183.242
CO,2020,13,160,31.098,1056,233.216
CO,2020,14,465,46.507,2463,344.898
CO,2020,14.5,5621,10.647,38721,67.608
CO,2020,15,388,90.616,1377,624.557
CO,2020,16,458,190.892,715,1121.15
CO,2020,17,350,348.871,210,2074.355
CO,2020,18,30,606.318,13,4164.291
CO,2020,19,0,0,0,0
CO,2020,20,0,0,0,0
CO,2020,21,0,0,0,0
CO,2020,22,0,0,0,0
CO,2020,23,6847,42.737,41036,115.135
CO,2019,1,2066,0.247,7975,2.156
CO,2019,2,573,1.184,4199,8.315
CO,2019,3,660,2.372,5434,16.152
CO,2019,4,384,4.043,3225,27.877
CO,2019,5,291,5.767,2601,40.07
CO,2019,6,210,7.363,2402,52.069
CO,2019,6.5,4184,1.909,25836,18.137
CO,2019,7,212,8.619,2036,63.44
CO,2019,8,271,10.398,2209,77.385
CO,2019,8.5,4667,2.781,30081,25.79
CO,2019,9,395,12.875,2134,98.958
CO,2019,10,262,16.767,1249,125.647
CO,2019,11,227,20.627,924,150.324
CO,2019,12,312,25.023,1283,185.6
CO,2019,13,199,32.063,958,236.439
CO,2019,14,413,47.425,2409,363.689
CO,2019,14.5,6475,9.726,39038,68.183
CO,2019,15,444,95.124,1166,645.093
CO,2019,16,802,194.102,628,1141.397
CO,2019,17,600,345.389,155,2095.464
CO,2019,18,73,573.301,11,4411.124
CO,2019,19,0,0,0,0
CO,2019,20,0,0,0,0
CO,2019,21,0,0,0,0
CO,2019,22,0,0,0,0
CO,2019,23,8394,50.561,40998,107.785
CO,2018,1,2193,0.248,8104,2.096
CO,2018,2,662,1.137,4371,8.178
CO,2018,3,726,2.317,5804,15.884
CO,2018,4,390,4.103,3401,27.235
CO,2018,5,251,5.768,2594,39.619
CO,2018,6,205,7.265,2362,51.567
CO,2018,6.5,4427,1.764,26636,17.583
CO,2018,7,176,9.049,2058,63.316
CO,2018,8,231,10.699,2343,77.499
CO,2018,8.5,4834,2.508,31037,25.325
CO,2018,9,351,13.082,2421,99.186
CO,2018,10,289,16.647,1290,126.517
CO,2018,11,234,20.034,946,150.535
CO,2018,12,325,25.65,1243,188.943
CO,2018,13,206,31.701,907,238.498
CO,2018,14,404,48.956,2296,364.28
CO,2018,14.5,6643,9.498,40140,65.871
CO,2018,15,398,99.599,1212,679.929
CO,2018,16,897,200.953,490,1137.185
CO,2018,17,534,353.31,100,2124.388
CO,2018,18,41,618.206,8,4942.787
CO,2018,19,0,0,0,0
CO,2018,20,0,0,0,0
CO,2018,21,0,0,0,0
CO,2018,22,0,0,0,0
CO,2018,23,8513,46.862,41950,98.713
CO,2017,1,2399,0.282,8442,2.336
CO,2017,2,959,1.092,5276,7.902
CO,2017,3,1011,2.173,6949,15.413
CO,2017,4,447,3.865,3899,26.566
CO,2017,5,241,5.798,2637,38.896
CO,2017,6,171,7.661,2265,51.38
CO,2017,6.5,5228,1.656,29468,16.838
CO,2017,7,131,9.273,2059,63.556
CO,2017,8,194,11.063,2350,77.876
CO,2017,8.5,5553,2.225,33877,24.22
CO,2017,9,285,13.836,2608,99.991
CO,2017,10,271,16.502,1408,128.226
CO,2017,11,229,20.245,942,155.069
CO,2017,12,341,24.894,1230,191.61
CO,2017,13,224,30.404,924,239.895
CO,2017,14,477,47.596,2333,362.506
CO,2017,14.5,7380,9.018,43322,63.936
CO,2017,15,276,101.136,1194,663.621
CO,2017,16,547,201.54,436,1135.401
CO,2017,17,419,365.723,73,2249.648
CO,2017,18,47,614.24,5,4258.877
CO,2017,19,0,0,0,0
CO,2017,20,0,0,0,0
CO,2017,21,0,0,0,0
CO,2017,22,0,0,0,0
CO,2017,23,8669,33.489,45030,92.162
CO,2016,1,2312,0.279,7543,2.344
CO,2016,2,970,1.084,4986,7.925
CO,2016,3,1137,2.161,7401,15.248
CO,2016,4,613,3.506,4786,25.541
CO,2016,5,376,5.265,3168,36.777
CO,2016,6,222,6.967,2474,49.344
CO,2016,6.5,5630,1.796,30358,17.621
CO,2016,7,147,8.661,2045,62.182
CO,2016,8,168,11.061,2532,77.092
CO,2016,8.5,5945,2.243,34935,24.698
CO,2016,9,244,14.337,2714,100.063
CO,2016,10,211,18.247,1580,129.092
CO,2016,11,188,20.766,969,158.208
CO,2016,12,343,25.122,1235,197.511
CO,2016,13,239,31.843,814,249.344
CO,2016,14,604,46.701,2245,374.965
CO,2016,14.5,7774,9.141,44492,63.027
CO,2016,15,391,92.353,1167,649.326
CO,2016,16,488,184.75,379,1141.144
CO,2016,17,205,328.098,71,1928.273
CO,2016,18,5,648.727,7,5531.259
CO,2016,19,0,0,0,0
