State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
MT,2020,16,15,259.403,0,0
MT,2020,17,13,430.139,0,0
MT,2020,18,0,0,0,0
MT,2020,19,0,0,0,0
MT,2020,20,0,0,0,0
MT,2020,21,0,0,0,0
MT,2020,22,0,0,0,0
MT,2020,23,4321,12.382,5309,12.07
MT,2019,1,1429,0.396,1881,2.755
MT,2019,2,357,1.403,1357,8.78
MT,2019,3,325,2.733,1213,16.919
MT,2019,4,192,4.745,517,29.32
MT,2019,5,206,6.405,180,40.404
MT,2019,6,188,7.986,54,51.86
MT,2019,6.5,2697,2.132,5202,12.15
MT,2019,7,200,9.684,24,62.113
MT,2019,8,241,11.63,25,76.025
MT,2019,8.5,3138,3.362,5251,12.681
MT,2019,9,345,14.98,12,92.665
MT,2019,10,227,18.638,4,123.527
MT,2019,11,173,22.746,0,0
MT,2019,12,233,28.752,3,198.795
MT,2019,13,137,37.397,1,141.671
MT,2019,14,148,55.616,1,213.353
MT,2019,14.5,4401,10.093,5272,13.113
MT,2019,15,49,113.006,0,0
MT,2019,16,18,254.896,0,0
MT,2019,17,22,458.926,0,0
MT,2019,18,7,822.091,0,0
MT,2019,19,0,0,0,0
MT,2019,20,0,0,0,0
MT,2019,21,0,0,0,0
MT,2019,22,0,0,0,0
MT,2019,23,4497,14.287,5272,13.113
MT,2018,1,1464,0.381,1923,2.694
MT,2018,2,394,1.379,1258,8.75
MT,2018,3,318,2.679,1263,16.882
MT,2018,4,192,4.665,517,29.515
MT,2018,5,192,6.438,212,40.497
MT,2018,6,173,8.184,65,53.283
MT,2018,6.5,2733,2.024,5238,12.454
MT,2018,7,194,9.814,28,66.675
MT,2018,8,261,11.727,21,74.228
MT,2018,8.5,3188,3.313,5287,12.991
MT,2018,9,303,15.315,18,98.12
MT,2018,10,252,19.096,4,131.515
MT,2018,11,159,22.599,3,105.868
MT,2018,12,225,29.1,3,181.811
MT,2018,13,158,36.937,0,0
MT,2018,14,193,54.237,0,0
MT,2018,14.5,4478,10.444,5315,13.521
MT,2018,15,48,103.698,0,0
MT,2018,16,7,228.518,0,0
MT,2018,17,24,485.39,0,0
MT,2018,18,1,773.163,0,0
MT,2018,19,0,0,0,0
MT,2018,20,0,0,0,0
MT,2018,21,0,0,0,0
MT,2018,22,0,0,0,0
MT,2018,23,4558,13.172,5315,13.521
MT,2017,1,1450,0.385,1798,2.662
MT,2017,2,428,1.371,1316,8.797
MT,2017,3,321,2.776,1314,17.078
MT,2017,4,188,4.757,586,29.422
MT,2017,5,162,6.459,255,40.859
MT,2017,6,155,8.193,69,52.523
MT,2017,6.5,2704,1.955,5338,13.189
MT,2017,7,178,9.883,39,64.964
MT,2017,8,244,11.833,28,78.683
MT,2017,8.5,3126,3.198,5405,13.908
MT,2017,9,319,15.132,22,96.002
MT,2017,10,230,19.495,8,123.006
MT,2017,11,183,23.111,1,120.23
MT,2017,12,228,29.031,3,155.249
MT,2017,13,148,37.202,2,141.3
MT,2017,14,272,54.212,0,0
MT,2017,14.5,4506,11.282,5441,14.55
MT,2017,15,44,109.026,0,0
MT,2017,16,4,234.904,0,0
MT,2017,17,3,437.295,0,0
MT,2017,18,0,0,0,0
MT,2017,19,0,0,0,0
MT,2017,20,0,0,0,0
MT,2017,21,0,0,0,0
MT,2017,22,0,0,0,0
MT,2017,23,4557,12.62,5441,14.55
MT,2016,1,1511,0.431,1884,2.758
MT,2016,2,401,1.395,1322,8.766
MT,2016,3,340,2.807,1264,17.067
MT,2016,4,176,4.71,550,29.29
MT,2016,5,176,6.514,280,40.926
MT,2016,6,140,8.275,112,52.457
MT,2016,6.5,2744,1.938,5412,13.324
MT,2016,7,169,9.861,37,64.127
MT,2016,8,253,12.05,37,75.915
MT,2016,8.5,3166,3.186,5486,14.086
MT,2016,9,311,15.475,21,103.302
MT,2016,10,219,19.382,7,123.032
MT,2016,11,167,23.653,4,169.936
MT,2016,12,221,29.315,3,182.728
MT,2016,13,168,37.847,5,190.492
MT,2016,14,294,56.058,1,203.612
MT,2016,14.5,4546,11.621,5527,14.967
MT,2016,15,95,107.391,0,0
MT,2016,16,4,237.258,0,0
MT,2016,17,0,0,0,0
MT,2016,18,0,0,0,0
MT,2016,19,0,0,0,0
MT,2016,20,0,0,0,0
MT,2016,21,0,0,0,0
MT,2016,22,0,0,0,0
MT,2016,23,4645,13.807,5527,14.967
MT,2015,1,1459,0.418,1795,2.799
MT,2015,2,485,1.419,1277,8.688
MT,2015,3,383,2.755,1318,17.068
MT,2015,4,243,4.619,612,29.106
MT,2015,5,169,6.479,338,41.166
MT,2015,6,174,8.2,146,53.31
MT,2015,6.5,2913,2.058,5486,14.357
MT,2015,7,163,10.073,56,63.225
MT,2015,8,223,12.147,51,77.628
MT,2015,8.5,3299,3.153,5593,15.431
MT,2015,9,320,15.458,33,98.996
MT,2015,10,264,19.565,6,131.748
MT,2015,11,175,24.232,3,167.535
MT,2015,12,225,29.859,4,191.767
MT,2015,13,134,38.307,1,262.485
MT,2015,14,331,58.505,1,364.167
MT,2015,14.5,4748,11.93,5641,16.366
MT,2015,15,128,119.228,1,564.142
MT,2015,16,36,215.791,0,0
MT,2015,17,1,385.584,0,0
MT,2015,18,0,0,0,0
MT,2015,19,0,0,0,0
MT,2015,20,0,0,0,0
MT,2015,21,0,0,0,0
MT,2015,22,0,0,0,0
MT,2015,23,4913,16.275,5642,16.464
MT,2014,1,1369,0.405,1777,2.896
MT,2014,2,464,1.416,1267,8.752
MT,2014,3,393,2.711,1236,17.336
MT,2014,4,251,4.825,671,29.35
MT,2014,5,203,6.599,353,41.647
MT,2014,6,165,8.392,185,53.185
MT,2014,6.5,2845,2.192,5489,15.008
MT,2014,7,183,10.119,78,64.295
MT,2014,8,227,12.157,46,79.532
MT,2014,8.5,3255,3.351,5613,16.228
MT,2014,9,305,15.547,34,100.544
MT,2014,10,252,20.03,12,126.797
MT,2014,11,172,24.274,6,160.272
MT,2014,12,246,30.022,3,211.198
MT,2014,13,146,39.009,2,282.268
MT,2014,14,308,59.31,0,0
MT,2014,14.5,4684,12.091,5670,17.326
MT,2014,15,159,122.1,1,586.685
MT,2014,16,70,213.955,0,0
MT,2014,17,2,452.022,0,0
MT,2014,18,0,0,0,0
MT,2014,19,0,0,0,0
MT,2014,20,0,0,0,0
MT,2014,21,0,0,0,0
MT,2014,22,0,0,0,0
MT,2014,23,4915,17.146,5671,17.427
MT,2013,1,1357,0.424,1678,2.905
MT,2013,2,503,1.381,1317,8.752
MT,2013,3,423,2.798,1270,17.312
MT,2013,4,262,4.764,718,29.52
MT,2013,5,209,6.686,417,41.502
MT,2013,6,146,8.303,204,53.035
MT,2013,6.5,2900,2.191,5604,15.799
MT,2013,7,141,10.44,105,64.952
MT,2013,8,209,12.261,63,77.487
MT,2013,8.5,3250,3.214,5772,17.351
MT,2013,9,281,15.651,46,102.01
MT,2013,10,234,19.684,22,122.987
MT,2013,11,163,23.584,9,155.528
MT,2013,12,235,29.689,7,180.861
MT,2013,13,151,38.234,3,269.333
MT,2013,14,330,58.851,5,317.089
MT,2013,14.5,4644,12.015,5864,19.175
MT,2013,15,164,124.725,0,0
MT,2013,16,53,217.341,0,0
MT,2013,17,3,420.239,0,0
MT,2013,18,0,0,0,0
MT,2013,19,0,0,0,0
MT,2013,20,0,0,0,0
MT,2013,21,0,0,0,0
MT,2013,22,0,0,0,0
MT,2013,23,4864,17.047,5864,19.175
MT,2012,1,1300,0.432,1776,2.954
MT,2012,2,476,1.406,1414,8.704
MT,2012,3,401,2.758,1409,16.953
MT,2012,4,270,4.801,714,29.339
MT,2012,5,216,6.706,422,41.371
MT,2012,6,154,8.472,230,53.514
MT,2012,6.5,2817,2.272,5965,15.691
MT,2012,7,138,10.256,152,65.092
MT,2012,8,208,12.58,97,79.108
MT,2012,8.5,3163,3.309,6214,17.95
MT,2012,9,266,15.872,74,101.729
MT,2012,10,230,19.749,21,129.666
MT,2012,11,165,23.802,21,154.796
MT,2012,12,248,29.953,17,192.318
MT,2012,13,146,38.455,8,214.832
MT,2012,14,313,60.158,4,293.804
MT,2012,14.5,4531,12.019,6359,20.617
MT,2012,15,122,119.84,0,0
MT,2012,16,58,226.54,0,0
MT,2012,17,4,435.403,0,0
MT,2012,18,0,0,0,0
MT,2012,19,0,0,0,0
MT,2012,20,0,0,0,0
MT,2012,21,0,0,0,0
MT,2012,22,0,0,0,0
MT,2012,23,4715,15.899,6359,20.617
MT,2011,1,1306,0.419,1720,2.852
MT,2011,2,440,1.386,1257,8.836
MT,2011,3,415,2.789,1349,16.902
MT,2011,4,273,4.916,734,29.661
MT,2011,5,211,6.716,532,41.689
MT,2011,6,148,8.394,358,53.562
MT,2011,6.5,2793,2.264,5950,17.357
MT,2011,7,106,10.341,228,65.34
MT,2011,8,188,12.449,193,79.714
MT,2011,8.5,3087,3.166,6371,21.009
MT,2011,9,244,16.01,111,101.242
MT,2011,10,202,19.967,50,130.651
MT,2011,11,153,24.186,23,156.02
MT,2011,12,239,30.173,23,192.885
MT,2011,13,157,38.282,15,267.047
MT,2011,14,276,60.547,16,395.201
MT,2011,14.5,4358,11.745,6609,25.754
MT,2011,15,103,113.482,0,0
MT,2011,16,34,230.082,0,0
MT,2011,17,2,425.505,0,0
MT,2011,18,0,0,0,0
MT,2011,19,0,0,0,0
MT,2011,20,0,0,0,0
MT,2011,21,0,0,0,0
MT,2011,22,0,0,0,0
MT,2011,23,4497,14.991,6609,25.754
MT,2010,1,1258,0.42,1574,2.813
MT,2010,2,462,1.388,1251,8.853
MT,2010,3,372,2.717,1396,17.249
MT,2010,4,250,4.688,688,29.49
MT,2010,5,205,6.783,501,41.853
MT,2010,6,151,8.399,384,53.322
MT,2010,6.5,2698,2.231,5794,17.644
MT,2010,7,119,10.376,299,65.669
MT,2010,8,197,12.584,288,79.949
MT,2010,8.5,3014,3.24,6381,22.688
MT,2010,9,230,16.235,176,101.171
MT,2010,10,164,20.535,75,131.296
MT,2010,11,161,24.622,41,161.399
MT,2010,12,230,30.658,47,197.392
MT,2010,13,183,39.046,16,241.536
MT,2010,14,303,60.316,21,394.206
MT,2010,14.5,4285,12.526,6757,29.205
MT,2010,15,126,111.212,13,779.331
MT,2010,16,21,219.628,0,0
MT,2010,17,4,466.852,0,0
MT,2010,18,0,0,0,0
MT,2010,19,0,0,0,0
MT,2010,20,0,0,0,0
MT,2010,21,0,0,0,0
MT,2010,22,0,0,0,0
MT,2010,23,4436,15.882,6770,30.185
MT,2009,1,1273,0.433,1478,2.808
MT,2009,2,466,1.39,1171,8.844
MT,2009,3,416,2.81,1378,17.43
MT,2009,4,225,4.872,662,29.668
MT,2009,5,181,6.659,457,41.931
MT,2009,6,147,8.473,392,53.702
MT,2009,6.5,2708,2.194,5538,17.891
MT,2009,7,122,10.477,292,65.702
MT,2009,8,164,12.738,366,80.667
MT,2009,8.5,2994,3.115,6196,23.883
MT,2009,9,247,16.159,264,102.595
MT,2009,10,178,21.002,96,130.589
MT,2009,11,132,25.155,48,163.299
MT,2009,12,213,31.406,43,206.859
MT,2009,13,153,39.635,23,272.114
MT,2009,14,373,59.719,28,389.996
MT,2009,14.5,4290,13.031,6698,32.771
MT,2009,15,156,115.988,3,803.489
MT,2009,16,17,223.491,0,0
MT,2009,17,0,0,0,0
MT,2009,18,0,0,0,0
MT,2009,19,0,0,0,0
MT,2009,20,0,0,0,0
MT,2009,21,0,0,0,0
MT,2009,22,0,0,0,0
MT,2009,23,4463,17.428,6701,33.126
MT,2008,1,1244,0.458,1287,2.815
MT,2008,2,476,1.415,1108,8.94
MT,2008,3,399,2.834,1367,17.459
MT,2008,4,239,4.824,732,29.31
MT,2008,5,177,6.732,458,41.497
MT,2008,6,172,8.538,346,53.391
MT,2008,6.5,2707,2.295,5298,18.265
MT,2008,7,101,10.395,252,65.557
MT,2008,8,162,12.677,368,80.718
MT,2008,8.5,2970,3.141,5918,24.169
MT,2008,9,223,16.318,426,102.968
MT,2008,10,168,20.844,185,132.116
MT,2008,11,140,25.412,95,164.274
MT,2008,12,194,31.659,63,208.112
MT,2008,13,122,40.373,39,269.158
MT,2008,14,407,61.453,43,374.778
MT,2008,14.5,4224,13.363,6769,38.307
MT,2008,15,225,119.892,9,709.862
MT,2008,16,36,213.348,0,0
MT,2008,17,0,0,0,0
MT,2008,18,0,0,0,0
MT,2008,19,0,0,0,0
MT,2008,20,0,0,0,0
MT,2008,21,0,0,0,0
MT,2008,22,0,0,0,0
MT,2008,23,4485,19.759,6778,38.994
MT,2007,1,1153,0.455,1258,2.772
MT,2007,2,461,1.418,1077,8.919
MT,2007,3,383,2.839,1330,17.463
MT,2007,4,230,4.739,695,29.286
MT,2007,5,195,6.594,402,41.309
MT,2007,6,156,8.668,311,53.349
MT,2007,6.5,2578,2.317,5073,17.83
MT,2007,7,109,10.239,267,65.581
MT,2007,8,158,12.779,273,80.585
MT,2007,8.5,2845,3.21,5613,23.164
MT,2007,9,206,16.44,434,104.057
MT,2007,10,152,21.115,240,132.414
MT,2007,11,110,25.947,110,163.044
MT,2007,12,173,32.064,130,203.471
MT,2007,13,114,40.193,35,264.653
MT,2007,14,370,63.888,64,382.2
MT,2007,14.5,3970,13.057,6626,41.41
MT,2007,15,294,126.706,6,861.594
MT,2007,16,56,229.134,3,1269.766
MT,2007,17,3,409.775,0,0
MT,2007,18,0,0,0,0
MT,2007,19,0,0,0,0
MT,2007,20,0,0,0,0
MT,2007,21,0,0,0,0
MT,2007,22,0,0,0,0
MT,2007,23,4323,22.85,6635,42.397
MT,2006,1,1108,0.441,1144,2.962
MT,2006,2,492,1.401,971,8.917
MT,2006,3,384,2.773,1284,17.511
MT,2006,4,216,4.731,684,29.345
MT,2006,5,220,6.609,352,41.513
MT,2006,6,141,8.659,265,53.622
MT,2006,6.5,2561,2.327,4700,17.933
MT,2006,7,120,10.412,224,65.795
MT,2006,8,135,12.765,282,80.348
MT,2006,8.5,2816,3.186,5206,23.373
MT,2006,9,213,16.513,373,103.442
MT,2006,10,143,21.21,221,133.741
MT,2006,11,103,26.028,134,164.139
MT,2006,12,159,31.709,124,205.443
MT,2006,13,97,41.057,46,263.929
MT,2006,14,263,65.151,58,396.474
MT,2006,14.5,3794,11.544,6162,42.59
MT,2006,15,265,130.41,21,784.518
MT,2006,16,124,236.778,3,1826.168
MT,2006,17,6,406.232,0,0
MT,2006,18,1,801.915,0,0
MT,2006,19,0,0,0,0
MT,2006,20,0,0,0,0
MT,2006,21,0,0,0,0
MT,2006,22,0,0,0,0
MT,2006,23,4190,24.727,6186,44.686
MT,2005,1,1089,0.468,894,3.002
MT,2005,2,475,1.415,877,8.758
MT,2005,3,369,2.86,1186,17.579
MT,2005,4,240,4.755,752,29.112
MT,2005,5,167,6.657,336,41.703
MT,2005,6,145,8.557,221,53.183
MT,2005,6.5,2485,2.301,4266,18.497
MT,2005,7,120,10.339,203,65.978
MT,2005,8,140,12.754,231,80.725
MT,2005,8.5,2745,3.195,4700,23.457
MT,2005,9,206,16.258,307,104.564
MT,2005,10,141,21.279,216,134.363
MT,2005,11,115,25.625,142,163.779
MT,2005,12,145,32.406,145,204.408
MT,2005,13,97,41.358,70,269.767
MT,2005,14,209,64.916,69,400.748
MT,2005,14.5,3658,10.774,5649,45.323
MT,2005,15,182,134.95,16,752.831
MT,2005,16,130,245.961,2,1899.749
MT,2005,17,15,454.072,0,0
MT,2005,18,2,1002.052,0,0
MT,2005,19,0,0,0,0
MT,2005,20,0,0,0,0
MT,2005,21,0,0,0,0
MT,2005,22,0,0,0,0
MT,2005,23,3987,23.637,5667,47.272
MT,2004,1,1061,0.457,811,2.951
MT,2004,2,458,1.389,803,8.879
MT,2004,3,365,2.824,1140,17.445
MT,2004,4,213,4.837,731,29.121
MT,2004,5,168,6.815,367,41.47
MT,2004,6,138,8.5,198,53.67
MT,2004,6.5,2403,2.293,4050,18.731
MT,2004,7,102,10.189,157,65.85
MT,2004,8,147,12.581,205,80.311
MT,2004,8.5,2652,3.17,4412,23.049
MT,2004,9,197,16.499,265,104.092
MT,2004,10,142,21.238,193,133.004
MT,2004,11,120,26.001,128,162.895
MT,2004,12,137,32.104,172,206.278
MT,2004,13,104,41.744,56,264.077
MT,2004,14,200,64.704,85,405.082
MT,2004,14.5,3552,10.864,5311,45.165
MT,2004,15,105,134.203,19,799.707
MT,2004,16,89,243.08,3,1643.815
MT,2004,17,13,412.269,0,0
MT,2004,18,0,0,0,0
MT,2004,19,0,0,0,0
MT,2004,20,0,0,0,0
MT,2004,21,0,0,0,0
MT,2004,22,0,0,0,0
MT,2004,23,3759,18.555,5333,48.089
MT,2003,1,1028,0.47,749,3.037
MT,2003,2,465,1.433,742,8.84
MT,2003,3,360,2.778,1088,17.442
MT,2003,4,202,4.8,701,28.939
MT,2003,5,159,6.758,364,41.345
MT,2003,6,132,8.541,207,54.151
MT,2003,6.5,2346,2.274,3851,19.394
MT,2003,7,110,10.416,128,65.349
MT,2003,8,162,12.651,196,79.715
MT,2003,8.5,2618,3.266,4175,23.37
MT,2003,9,196,16.497,225,103.9
MT,2003,10,127,20.812,172,134.852
MT,2003,11,119,25.7,117,163.642
MT,2003,12,151,32.237,118,207.512
MT,2003,13,88,42.11,50,268.714
MT,2003,14,213,63.198,67,403.456
MT,2003,14.5,3512,11.15,4924,42.825
MT,2003,15,65,131.169,21,845.932
MT,2003,16,45,227.959,3,1489.041
MT,2003,17,7,394.461,0,0
MT,2003,18,0,0,0,0
MT,2003,19,0,0,0,0
MT,2003,20,0,0,0,0
MT,2003,21,0,0,0,0
MT,2003,22,0,0,0,0
MT,2003,23,3629,15.161,4948,46.366
MT,2002,1,999,0.483,696,3.04
MT,2002,2,492,1.411,661,8.944
MT,2002,3,339,2.76,1030,17.449
MT,2002,4,220,4.719,877,29.258
MT,2002,5,152,6.794,412,41.175
MT,2002,6,141,8.542,221,53.696
MT,2002,6.5,2343,2.302,3897,19.869
MT,2002,7,109,10.192,131,65.029
MT,2002,8,165,12.831,189,79.197
MT,2002,8.5,2617,3.313,4217,23.882
MT,2002,9,193,16.232,244,103.173
MT,2002,10,143,20.869,137,132.516
MT,2002,11,118,26.067,102,163.67
MT,2002,12,144,32.217,101,202.757
MT,2002,13,95,41.708,43,266.251
MT,2002,14,190,64.177,61,421.417
MT,2002,14.5,3500,11.015,4905,42.588
MT,2002,15,62,126.123,31,799.439
MT,2002,16,12,226.282,7,1633.154
MT,2002,17,1,402.607,0,0
MT,2002,18,0,0,0,0
MT,2002,19,0,0,0,0
MT,2002,20,0,0,0,0
MT,2002,21,0,0,0,0
MT,2002,22,0,0,0,0
MT,2002,23,3575,13.408,4943,49.076
MT,2001,1,1034,0.497,678,3.017
MT,2001,2,467,1.405,690,8.878
MT,2001,3,369,2.738,1071,17.461
MT,2001,4,230,4.761,760,29.447
MT,2001,5,167,6.652,338,41.445
MT,2001,6,118,8.657,207,52.763
MT,2001,6.5,2385,2.269,3744,19.868
MT,2001,7,119,10.306,137,65.13
MT,2001,8,171,12.561,176,80.235
MT,2001,8.5,2675,3.277,4057,23.999
MT,2001,9,216,16.435,209,103.687
MT,2001,10,146,21.039,111,134.283
MT,2001,11,106,25.66,67,165.014
MT,2001,12,135,32.373,82,203.974
MT,2001,13,110,41.45,30,270.993
MT,2001,14,195,61.932,61,421.116
MT,2001,14.5,3583,10.745,4617,42.123
MT,2001,15,54,122.2,23,877.425
MT,2001,16,16,223.756,11,1514.444
MT,2001,17,0,0,2,2667.981
MT,2001,18,0,0,0,0
MT,2001,19,0,0,0,0
MT,2001,20,0,0,0,0
MT,2001,21,0,0,0,0
MT,2001,22,0,0,0,0
MT,2001,23,3653,12.677,4653,49.448
MT,2000,1,1050,0.501,627,3.066
MT,2000,2,522,1.419,679,8.924
MT,2000,3,379,2.804,1057,17.669
MT,2000,4,215,4.745,593,29.364
MT,2000,5,159,6.72,283,41.357
MT,2000,6,106,8.612,207,52.719
MT,2000,6.5,2431,2.182,3446,19.354
MT,2000,7,129,10.48,111,66.202
MT,2000,8,166,12.766,132,79.675
MT,2000,8.5,2726,3.213,3689,22.832
MT,2000,9,205,16.18,178,103.5
MT,2000,10,146,20.905,136,133.146
MT,2000,11,135,25.691,62,165.099
MT,2000,12,151,32.191,80,207.321
MT,2000,13,99,41.278,33,267.609
MT,2000,14,182,64.728,45,393.345
MT,2000,14.5,3644,10.536,4223,39.963
MT,2000,15,47,127.252,19,842.797
MT,2000,16,10,219.299,6,1836.015
MT,2000,17,1,400.386,0,0
MT,2000,18,0,0,0,0
MT,2000,19,0,0,0,0
MT,2000,20,0,0,0,0
MT,2000,21,0,0,0,0
MT,2000,22,0,0,0,0
MT,2000,23,3702,12.198,4248,44.813
ND,2023,1,300,0.385,148,1.888
ND,2023,2,219,1.407,57,7.986
ND,2023,3,386,2.812,48,15.267
ND,2023,4,366,4.467,31,20.665
ND,2023,5,420,6.083,18,26.822
ND,2023,6,414,7.544,24,33.818
ND,2023,6.5,2105,4.354,326,10.949
ND,2023,7,403,9.036,26,39.922
ND,2023,8,781,10.823,33,50.498
ND,2023,8.5,3289,6.565,385,16.676
ND,2023,9,1310,13.699,78,61.633
ND,2023,10,1370,17.429,96,82.84
ND,2023,11,1186,20.919,119,98.662
ND,2023,12,1836,25.991,221,127.677
ND,2023,13,1285,32.747,239,163.215
ND,2023,14,3081,49.913,1037,276.447
ND,2023,14.5,13357,25.173,2175,181.806
ND,2023,15,1419,95.052,804,529.804
ND,2023,16,829,205.007,194,910.728
ND,2023,17,839,451.01,14,1646.898
ND,2023,18,421,758.686,1,3659.239
ND,2023,19,10,1292.747,0,0
ND,2023,20,0,0,0,0
ND,2023,21,0,0,0,0
ND,2023,22,0,0,0,0
ND,2023,23,16875,68.056,3188,324.942
ND,2022,1,352,0.369,144,1.77
ND,2022,2,215,1.407,58,7.96
ND,2022,3,437,2.707,49,14.07
ND,2022,4,359,4.447,18,22.767
ND,2022,5,405,6.125,20,25.596
ND,2022,6,430,7.449,16,30.846
ND,2022,6.5,2198,4.108,305,9.553
ND,2022,7,452,9.07,24,40.166
ND,2022,8,669,10.899,21,44.818
ND,2022,8.5,3319,6.215,350,13.737
ND,2022,9,1281,13.872,59,61.947
ND,2022,10,1238,17.517,56,80.583
ND,2022,11,1207,20.984,104,96.222
ND,2022,12,1783,26.133,160,123.819
ND,2022,13,1391,32.838,151,157.521
ND,2022,14,3255,50.447,693,267.794
ND,2022,14.5,13474,25.526,1573,162.179
ND,2022,15,1485,94.415,697,534.91
ND,2022,16,679,199.794,237,945.454
ND,2022,17,722,433.482,12,1733.432
ND,2022,18,263,755.868,2,2742.496
ND,2022,19,6,1758.14,0,0
ND,2022,20,0,0,0,0
ND,2022,21,0,0,0,0
ND,2022,22,0,0,0,0
ND,2022,23,16629,60.261,2521,350.03
ND,2021,1,426,0.352,148,1.843
ND,2021,2,220,1.378,55,8.259
ND,2021,3,337,2.8,51,16.39
ND,2021,4,330,4.435,18,22.396
ND,2021,5,350,6.117,17,30.977
ND,2021,6,358,7.756,12,36.344
ND,2021,6.5,2021,3.948,301,9.845
ND,2021,7,354,9.049,11,40.268
ND,2021,8,533,10.996,14,46.222
ND,2021,8.5,2908,5.911,326,12.673
ND,2021,9,1019,14.026,27,64.475
ND,2021,10,1146,17.738,25,77.814
ND,2021,11,1076,21.412,43,97.775
ND,2021,12,1899,26.683,88,124.443
ND,2021,13,1452,33.382,102,153.256
ND,2021,14,3573,51.109,415,264.523
ND,2021,14.5,13073,27.422,1026,147.965
ND,2021,15,1808,98.067,439,529.598
ND,2021,16,879,199.004,281,945.547
ND,2021,17,599,420.211,45,1592.23
ND,2021,18,295,764.407,0,0
ND,2021,19,18,1372.217,0,0
ND,2021,20,0,0,0,0
ND,2021,21,0,0,0,0
ND,2021,22,0,0,0,0
ND,2021,23,16672,63.779,1791,407.643
ND,2020,1,505,0.388,170,1.906
ND,2020,2,295,1.347,46,7.734
ND,2020,3,470,2.65,72,15.014
ND,2020,4,415,4.411,29,22.472
ND,2020,5,364,5.997,13,30.05
ND,2020,6,361,7.624,16,31.233
ND,2020,6.5,2410,3.635,346,9.735
ND,2020,7,402,8.937,13,40.222
ND,2020,8,542,10.95,13,44.644
ND,2020,8.5,3354,5.491,372,11.938
ND,2020,9,1093,14.11,33,63.201
ND,2020,10,995,17.957,29,83.881
ND,2020,11,1017,21.295,37,94.524
ND,2020,12,1771,27.025,57,125.668
ND,2020,13,1331,34.19,59,156.442
ND,2020,14,3375,52.186,260,262.978
ND,2020,14.5,12936,26.666,847,116.189
ND,2020,15,1590,102.287,258,508.644
ND,2020,16,1049,213.468,132,942.585
ND,2020,17,755,407.717,31,1654.235
ND,2020,18,243,763.688,0,0
ND,2020,19,35,1502.212,0,0
ND,2020,20,0,0,0,0
ND,2020,21,0,0,0,0
ND,2020,22,0,0,0,0
ND,2020,23,16608,70.386,1268,321.578
ND,2019,1,314,0.358,129,1.968
ND,2019,2,197,1.454,39,7.922
ND,2019,3,400,2.728,63,15.821
ND,2019,4,356,4.512,35,23.428
ND,2019,5,337,6.19,9,33.277
ND,2019,6,294,7.861,12,32.123
ND,2019,6.5,1898,4.021,287,10.743
ND,2019,7,336,9.443,10,46.953
ND,2019,8,502,11.18,12,51.953
ND,2019,8.5,2736,6.046,309,13.516
ND,2019,9,808,14.411,13,68.916
ND,2019,10,910,18.17,21,80.9
ND,2019,11,912,21.949,18,92.813
ND,2019,12,1760,27.142,42,124.513
ND,2019,13,1482,34.27,52,155.888
ND,2019,14,3780,52.426,159,247.668
ND,2019,14.5,12388,29.388,614,102.018
ND,2019,15,1690,103.636,205,540.926
ND,2019,16,985,214.597,100,926.472
ND,2019,17,1167,435.084,18,1523.143
ND,2019,18,526,772.711,0,0
ND,2019,19,33,1565.491,0,0
ND,2019,20,1,2826.984,0,0
ND,2019,21,0,0,0,0
ND,2019,22,0,0,0,0
ND,2019,23,16790,87.051,937,317.113
ND,2018,1,355,0.329,114,2.057
ND,2018,2,210,1.415,45,8.161
ND,2018,3,399,2.775,56,16.083
ND,2018,4,289,4.519,38,23.518
ND,2018,5,316,6.221,16,32.193
ND,2018,6,257,7.89,9,40.051
ND,2018,6.5,1826,3.812,278,11.913
ND,2018,7,254,9.544,6,43.889
ND,2018,8,401,11.507,9,54.753
ND,2018,8.5,2481,5.693,293,13.991
ND,2018,9,655,14.636,6,70.329
ND,2018,10,742,18.453,8,93.586
ND,2018,11,774,22.353,10,114.285
ND,2018,12,1553,27.937,23,116.157
ND,2018,13,1377,35.031,24,155.994
ND,2018,14,4254,53.637,138,259.105
ND,2018,14.5,11836,31.939,502,99.398
ND,2018,15,1798,102.398,89,504.021
ND,2018,16,872,217.286,74,966.653
ND,2018,17,994,444.955,13,1616.405
ND,2018,18,417,786.059,0,0
ND,2018,19,21,1505.579,0,0
ND,2018,20,0,0,0,0
ND,2018,21,0,0,0,0
ND,2018,22,0,0,0,0
ND,2018,23,15938,82.547,678,279.628
ND,2017,1,353,0.39,121,2.208
ND,2017,2,208,1.392,44,8.335
ND,2017,3,367,2.784,55,15.781
ND,2017,4,304,4.517,37,25.897
ND,2017,5,281,6.265,20,30.077
ND,2017,6,259,8.077,12,36.409
ND,2017,6.5,1772,3.815,289,12.508
ND,2017,7,228,9.703,7,45.271
ND,2017,8,347,11.657,8,50.908
ND,2017,8.5,2347,5.591,304,14.39
ND,2017,9,530,14.843,11,73.105
ND,2017,10,558,18.915,4,86.283
ND,2017,11,620,22.953,6,107.261
ND,2017,12,1245,28.713,20,140.806
ND,2017,13,1229,36.111,15,163.158
ND,2017,14,4433,55.766,58,289.664
ND,2017,14.5,10962,34.278,418,69.497
ND,2017,15,2235,104.568,39,527.533
